LocationID,ApogeeID,min_log(R51),min_log(R101),min_log(R151),min_log(R151/R101),min_log(R101/R51),max_log(xr),Identifier
5326,4202,2M17154404+4315135,0.8723,0.9994,0.9795,-0.1769,-0.0741,1.3938,JRC
5327,2003,2M17154566+3210046,0.3166,0.4301,0.5086,-0.0708,-0.1615,1.0113,JRC
5328,5128,2M17154771-2355067,0.8237,0.9003,0.8458,-0.0626,0.0248,1.4417,JRC
5329,4202,2M17154984+4318415,0.9876,1.0769,1.1083,-0.0126,0.0013,0.5346,JRC
5330,4368,2M17155987-2722449,0.8903,0.8132,0.7458,-0.0673,-0.0772,1.3972,JRC
5331,5128,2M17160035-2352385,0.8717,0.9798,0.9848,-0.0606,-0.0454,0.9104,JRC
5332,4202,2M17160169+4249048,0.8438,0.9728,1.0369,-0.1621,-0.3197,1.0911,JRC
5333,2256,2M17160192+5640317,0.9028,0.9105,0.8513,-0.0593,-0.12,1.3495,JRC
5334,2003,2M17161072+3250506,0.8646,1.0096,1.0733,-0.055999999999999994,0.0773,0.9785,JRC
5335,2005,2M17161321+2614045,0.8305,0.8811,0.8999,0.0188,0.0506,1.1131,JRC
5336,4202,2M17161421+4214445,0.7929,0.9059999999999999,0.9559,-0.1533,-0.3154,1.4972,JRC
5337,4202,2M17163147+4201392,0.6034,0.5515,0.5061,-0.171,-0.1418,1.7301,JRC
5338,2255,2M17163329+5907507,0.8808,0.9589,1.0387,0.0798,0.0781,0.7096,JRC
5339,4359,2M17163639-2441463,0.7574,0.7129,0.6804,-0.0392,-0.07400000000000001,1.5499,JRC
5340,4202,2M17164330+4304161,0.9616,1.052,1.0637,-0.2043,-0.0922,1.3184,JRC
5341,5128,2M17165562-2430330,0.9746,0.9996,1.0406,-0.0419,-0.0422,1.6767,JRC
5342,4202,2M17165612+4304073,0.9769,1.0575,1.0871,-0.0782,-0.1789,1.0931,JRC
5343,4202,2M17165620+4306121,0.9857,1.0355,0.9224,-0.1152,-0.0888,1.5322,JRC
5344,4202,2M17165967+4301058,0.9379,0.8604,0.7483,-0.11199999999999999,-0.0906,1.2457,JRC
5345,4202,2M17170394+4302031,0.958,1.002,1.067,-0.0403,-0.0675,1.7077,JRC
5346,4453,2M17170666+4948493,0.5113,0.5837,0.6687,0.0534,-0.141,1.3086,JRC
5347,4202,2M17171221+4302209,0.8325,0.9041,0.9494,-0.0827,-0.1329,1.1392,JRC
5348,4202,2M17171531+4309465,0.9702,0.9996,1.0779,0.0632,0.0294,0.9529,JRC
5349,4202,2M17171551+4304594,0.7766,0.8882,0.8416,-0.0466,0.0289,1.1775,JRC
5350,4202,2M17172161+4306159,0.8801,0.6574,0.6893,-0.1897,-0.2227,1.5173,JRC
5351,4202,2M17172166+4311031,0.9787,1.0713,1.1098,0.0289,0.0577,1.357,JRC
5352,4202,2M17172238+4306563,0.9742,1.005,0.9841,-0.1447,-0.3386,1.4966,JRC
5353,4202,2M17172268+4308505,0.9411,0.9283,0.8641,-0.1424,-0.1058,1.4066,JRC
5354,5128,2M17172777-2451037,0.9167,0.9486,0.9968,-0.0045,-0.0207,1.4514,JRC
5355,4202,2M17172876+4310028,0.9476,1.0159,1.0509,-0.0674,-0.0109,1.2918,JRC
5356,4202,2M17172951+4312147,0.9774,1.0967,1.0563,-0.0592,-0.0526,1.3047,JRC
5357,4202,2M17173700+4306458,0.7788,0.8278,0.8614,-0.0258,-0.1595,1.3794,JRC
5358,4202,2M17174796+4353483,0.9682,1.0274,0.9672,-0.0653,-0.5875,1.2442,JRC
5359,5128,2M17180231-2415147,0.8276,0.9163,0.7637,-0.2265,-0.055,1.7069,JRC
5360,4391,2M17180547-2929160,0.9969,0.6559999999999999,0.5504,-0.1056,-0.341,1.6232,JRC
5361,4455,2M17180867+5403337,0.7937,0.8139,0.8066,-0.0073,0.0203,1.216,JRC
5362,4202,2M17181049+4211445,0.8859,0.8977,0.9711,-0.0103,-0.2045,1.1302,JRC
5363,4202,2M17181632+4305265,0.7433,0.8866,0.9603,0.06,0.0682,1.3038,JRC
5364,4523,2M17183075+2319502,0.7536,0.748,0.7440000000000001,-0.004,-0.0056,1.3988,JRC
5365,4455,2M17183244+5449531,0.9693,1.0094,1.0677,-0.044000000000000004,-0.2157,1.1413,JRC
5366,4202,2M17183969+4306090,0.8262,0.9187,0.9897,-0.0574,-0.0239,1.318,JRC
5367,5188,2M17184224+5759099,0.7301,0.8029999999999999,0.7340000000000001,-0.1008,-0.2137,1.2894,JRC
5368,4202,2M17184490+4211301,0.9236,0.8845,0.8568,-0.1657,-0.156,1.6762,JRC
5369,2003,2M17185417+3206549,0.8363,0.8748,0.9073,-0.1605,-0.1612,1.4563,JRC
5370,4523,2M17185656+2228596,0.581,0.7206,0.7986,0.0319,0.0873,1.3748,JRC
5371,4368,2M17190649-2745172,1.0681,0.6892,0.7721,0.0829,-0.3789,1.3932,JRC
5372,5188,2M17191225+5802577,0.6121,0.7054,0.6332,-0.11699999999999999,-0.043,1.6271,JRC
5373,4368,2M17191393-2750025,0.7714,0.9092,0.9912,0.0802,0.1153,0.8409,JRC
5374,5188,2M17192063+5827278,0.9691,0.9723,0.9414,-0.0694,-0.0702,1.6919,JRC
5375,4523,2M17193082+2238441,0.8214,0.9629,1.0483,0.0598,0.1282,0.9025,JRC
5376,5188,2M17193545+5758465,0.7783,0.8789,0.9095,-0.078,-0.1904,1.3157,JRC
5377,4202,2M17194534+4231387,0.8142,0.9103,0.9456,-0.0196,0.0547,1.2819999999999998,JRC
5378,4391,2M17194657-2920388,0.8719,0.8686,0.7758,-0.0928,-0.0112,1.5578,JRC
5379,5188,2M17195888+5757208,0.8612,0.8798,0.8925,-0.0614,-0.0349,1.2721,JRC
5380,2241,2M17200552+6206234,0.8533,0.9466,1.0211,0.0343,0.0536,0.9509,JRC
5381,4202,2M17200788+4225220,0.6909,0.7488,0.8206,-0.0898,-0.0364,1.556,JRC
5382,2034,2M17202564+5753044,0.8528,0.9598,0.9983,-0.1268,-0.3794,1.2078,JRC
5383,2003,2M17203026+3101341,0.4114,0.5537,0.6343,0.0481,0.1409,1.2911,JRC
5384,2034,2M17204328+5817039,0.5645,0.7069,0.7927,0.0256,0.1271,1.2465,JRC
5385,2241,2M17205075+6036157,0.8563,0.8974,0.8793,-0.0675,-0.0564,1.3435,JRC
5386,2003,2M17205149+3213479,0.7893,0.8896,0.9272,-0.0219,0.0352,1.4049,JRC
5387,2005,2M17205429+2819478,0.9884,1.0982,1.1805,0.0824,0.1098,0.8876,JRC
5388,2005,2M17210928+2726216,0.6048,0.703,0.7626,0.0597,0.0982,1.1465,JRC
5389,2255,2M17212080+6003296,0.8869,0.8224,0.8666,-0.171,-0.2486,1.3528,JRC
5390,2003,2M17212693+3233092,0.7738,0.7859,0.8427,-0.1324,-0.2288,1.5559,JRC
5391,2005,2M17213279+2752404,0.6161,0.7484,0.8263,0.078,0.1323,0.9318,JRC
5392,2382,2M17213895+2839370,0.77,0.742,0.8174,0.0713,-0.3301,1.3512,JRC
5393,5188,2M17214034+5747320,0.7254,0.5354,0.5929,-0.1664,-0.3849,1.6907,JRC
5394,2241,2M17214181+6139487,0.8688,0.9091,0.9789,-0.2346,-0.0043,1.0178,JRC
5395,4202,2M17214315+4224050,0.9158,1.0061,1.0759999999999998,0.0636,0.0816,0.991,JRC
5396,2241,2M17220794+6055232,0.3941,0.527,0.6071,0.0634,0.1329,1.143,JRC
5397,5188,2M17221397+5903492,0.9892,1.1296,1.1912,0.0538,0.1246,0.857,JRC
5398,4523,2M17221770+2249437,0.8868,0.9155,0.9574,-0.0685,0.0288,1.4958,JRC
5399,2257,2M17221903+5648324,0.6395,0.7809999999999999,0.8651,0.0759,-0.1182,1.3027,JRC
5400,4202,2M17223348+4244407,0.8731,0.7989,0.7744,-0.0485,-0.1156,1.6521,JRC
5401,4523,2M17223508+2405096,0.8773,0.9801,1.0309,-0.1903,-0.341,1.4869,JRC
5402,4523,2M17225565+2210589,0.7232,0.8713,0.9442,0.0712,0.1449,1.0043,JRC
5403,2241,2M17225614+6210432,0.6117,0.4962,0.4961,-0.16,-0.1331,1.6761,JRC
5404,2005,2M17225823+2655196,0.4221,0.5649,0.6362,0.0714,0.1427,1.0187,JRC
5405,2005,2M17231875+2745116,0.8499,0.7676,0.7556,-0.0413,-0.1586,1.2889,JRC
5406,2005,2M17234135+2754380,0.4516,0.5931,0.6757,0.0746,0.1232,0.8587,JRC
5407,2034,2M17234945+5808459,0.7293,0.8656,0.9443,-0.0434,0.09300000000000001,0.9636,JRC
5408,2005,2M17235702+2731349,0.7227,0.4532,0.5364,0.0832,-0.2695,1.3288,JRC
5409,2382,2M17241766+2730215,0.6292,0.7619,0.8279,0.066,0.1327,0.7492,JRC
5410,5188,2M17245666+5808485,0.9641,0.9472,0.9454,-0.1511,-0.0169,1.3003,JRC
5411,2255,2M17245939+5841446,0.5067,0.6537,0.7373,0.0836,0.147,0.7533,JRC
5412,4389,2M17245967-2922270,0.8854,0.9115,0.9975,0.0849,0.026000000000000002,1.1958,JRC
5413,2034,2M17251745+5819184,0.7809999999999999,0.8959999999999999,0.9724,0.0764,0.115,1.0091,JRC
5414,4389,2M17253347-2930352,0.9877,1.1037,1.0697,-0.2805,-0.0105,1.6019,JRC
5415,2256,2M17254769+5642368,0.9833,1.1171,1.0149,-0.1021,0.0832,0.8687,JRC
5416,2241,2M17262729+6159538,0.9564,0.9815,1.0241,0.0426,0.0126,1.5449,JRC
5417,2256,2M17263087+5537524,0.6016,0.7204,0.8077,0.0791,0.1189,1.1131,JRC
5418,4367,2M17263872-2417306,0.8695,0.7598,0.7274,-0.0324,-0.1097,1.2052,JRC
5419,2241,2M17264927+5938535,0.7892,0.8897,0.9418,-0.1146,-0.0903,1.6073,JRC
5420,2034,2M17265938+5707084,0.912,0.8402,0.7875,-0.1595,-0.2864,1.4808,JRC
5421,2241,2M17272215+5955002,0.8659,0.8442,0.8713,0.0031,-0.0761,1.6446,JRC
5422,4455,2M17272334+5340564,0.8499,0.9828,1.0693,0.0123,0.1109,0.9420000000000001,JRC
5423,2241,2M17272749+6132174,0.888,1.0096,0.9096,-0.1001,0.0693,1.5315,JRC
5424,4334,2M17273088-2711595,0.9284,0.8045,0.8017,-0.11900000000000001,-0.284,1.5130000000000001,JRC
5425,2034,2M17273428+5619523,0.7821,0.91,0.9895,0.0232,0.0428,1.3042,JRC
5426,2256,2M17273631+5659386,0.6185,0.7678,0.8523,0.0772,0.1328,0.9822,JRC
5427,4455,2M17280350+5446228,0.7543,0.8943,0.9366,0.0424,0.1189,1.4092,JRC
5428,5188,2M17280755+5839479,0.7607,0.882,0.8853,-0.11199999999999999,-0.1618,1.3841,JRC
5429,4389,2M17284208-2914143,0.9009999999999999,1.0378,1.117,0.0163,0.0879,0.9262,JRC
5430,5188,2M17284448+5846583,0.903,0.9622,0.9796,-0.0464,0.0592,1.6323,JRC
5431,2241,2M17285860+6044004,0.8027,0.8335,0.9136,0.0486,0.0198,1.1637,JRC
5432,4455,2M17291012+5413106,0.9593,1.0578,1.1359,0.0551,0.0298,0.6361,JRC
5433,2255,2M17291431+6029370,0.7592,0.7093,0.7678,0.0585,-0.0499,1.4344,JRC
5434,4524,2M17292110+3510045,0.5596,0.6859,0.7628,0.0769,0.1263,0.986,JRC
5435,4524,2M17292468+3549204,0.9693,1.1041,1.1598,-0.0024,0.0465,0.5643,JRC
5436,4392,2M17294839-2315449,1.1578,0.8131,0.8795,0.0664,-0.3446,1.3272,JRC
5437,4367,2M17300821-2342117,0.7451,0.8847,0.9615,0.0768,0.1396,0.8372,JRC
5438,4455,2M17300861+5440161,0.5065,0.6514,0.7377,0.0823,0.1265,1.0491,JRC
5439,4389,2M17303644-2908599,0.9503,0.8241,0.807,-0.11599999999999999,-0.1263,1.3877,JRC
5440,5188,2M17303841+5814523,0.6729,0.7031,0.6526,-0.1601,-0.0313,1.5943,JRC
5441,4334,2M17304061-2711241,1.0407,0.7886,0.8203,0.0317,-0.2592,1.4813,JRC
5442,4367,2M17304958-2350297,0.9871,1.1316,1.072,-0.0672,-0.2599,1.6807,JRC
5443,4334,2M17310250-2717299,0.9840000000000001,1.0985,1.1539,0.0526,0.1146,1.3619999999999999,JRC
5444,4524,2M17312216+3635364,0.9152,0.9416,0.9667,0.0217,0.0165,1.2547,JRC
5445,2034,2M17315301+5630188,0.9882,0.907,0.8609,-0.1259,-0.1905,1.3786,JRC
5446,4527,2M17315986+7407420,0.8144,0.9498,0.9955,0.0005,0.1056,0.6564,JRC
5447,2241,2M17322467+6032032,0.6903,0.8152,0.8944,0.0792,0.1169,0.7132,JRC
5448,4387,2M17322575-1704151,0.8561,0.8951,0.9492,-0.0069,0.039,1.5014,JRC
5449,4367,2M17323934-2403383,0.8688,0.6282,0.5819,-0.0463,-0.2406,1.392,JRC
5450,2255,2M17330239+5829432,0.9986,1.0641,1.1241,0.06,0.0655,1.22,JRC
5451,4387,2M17330338-1722158,0.5842,0.7312,0.8138,0.0812,0.1466,0.8627,JRC
5452,4385,2M17332335-2940435,0.9908,0.8747,0.8984,-0.0956,-0.1161,1.2567,JRC
5453,4385,2M17333966-2938321,0.9439,0.8148,0.7957,-0.0975,-0.235,1.4355,JRC
5454,2257,2M17340298+5558360,0.9539,0.9185,0.9318,-0.0341,-0.1001,1.2218,JRC
5455,2034,2M17340403+5828524,0.8643,0.9823,0.986,-0.1135,-0.0486,1.2423,JRC
5456,4352,2M17340500-2808243,0.4196,0.5645,0.6475,0.083,0.1448,0.9256,JRC
5457,2257,2M17340811+5524104,0.825,0.9068,0.9365,0.0277,0.0819,1.6178,JRC
5458,4345,2M17340963-1903320,0.604,0.5174,0.5185,0.001,-0.0866,1.3372,JRC
5459,4387,2M17341225-1719584,0.9111,1.0169,1.0845,-0.0324,-0.1722,1.5211,JRC
5460,4362,2M17343318-2133539,0.9064,1.0159,1.0867,0.0708,0.1095,1.3565,JRC
5461,4352,2M17343798-2823294,1.0277,0.8822,0.9659,0.0837,-0.1455,1.4175,JRC
5462,4362,2M17345651-2048568,0.5104,0.6561,0.7423,0.0863,0.1457,0.9485,JRC
5463,2034,2M17350399+5706045,0.5305,0.6706,0.7537,0.0821,0.1401,0.736,JRC
5464,2034,2M17350967+5722351,0.8858,0.9179,0.9202,0.0012,-0.0026,1.1793,JRC
5465,4524,2M17352485+3423050,0.7344,0.8087,0.8617,-0.018000000000000002,0.0467,1.4063,JRC
5466,4352,2M17352605-2721516,0.8387,0.9355,0.9929,0.0294,0.0521,1.3142,JRC
5467,4524,2M17354687+3539583,0.8741,0.9805,0.9906,0.01,0.0863,1.4623,JRC
5468,4345,2M17355521-1834003,0.9915,0.9893,0.9643,-0.0707,-0.3321,1.7459,JRC
5469,4352,2M17360668-2710099,0.5629,0.7064,0.7904,0.084,0.1414,0.9676,JRC
5470,4527,2M17360963+7330597,0.9506,1.0742,1.0892,-0.0374,0.1012,0.6779999999999999,JRC
5471,4345,2M17361902-1920447,0.8636,0.9223,0.9021,-0.0202,0.0586,1.6442,JRC
5472,4387,2M17363582-1747485,0.9009999999999999,0.9562,1.0136,0.0574,0.0552,1.3452,JRC
5473,4345,2M17363685-2004399,0.9323,1.0539,1.0859999999999999,-0.0128,0.0337,1.1153,JRC
5474,4352,2M17364991-2728343,0.7231,0.8685,0.9541,0.0851,0.1454,1.0138,JRC
5475,4353,2M17371214-3048163,0.9173,0.8798,0.8617,-0.0685,-0.1103,1.298,JRC
5476,4385,2M17372963-2959419,0.9332,1.0764,1.1477,0.0129,0.0533,1.3958,JRC
5477,4345,2M17374444-1934547,0.6933,0.6977,0.6933,-0.0043,0.0043,1.6114,JRC
5478,4348,2M17380952-2328231,0.8435,0.9377,1.022,0.0843,0.0942,0.9656,JRC
5479,4385,2M17381255-2904355,0.6681,0.8116,0.8848,0.0732,0.1435,0.7404,JRC
5480,4348,2M17382041-2312287,0.8341,0.8346,0.8482,0.0136,0.0004,1.4244,JRC
5481,4348,2M17382502-2241039,0.8892,0.8952,0.9641,0.0689,0.006,1.3335,JRC
5482,4362,2M17384886-2044238,0.9599,1.0527,1.1309,0.0781,0.0928,0.9921,JRC
5483,2034,2M17385342+5725025,0.7979999999999999,0.8936,0.9643,-0.0056,0.0956,1.5509,JRC
5484,4348,2M17391651-2259198,0.452,0.5994,0.6812,0.0818,0.1474,1.3572,JRC
5485,2257,2M17391663+5605326,0.7944,0.8257,0.8093,-0.0208,-0.0144,1.2819999999999998,JRC
5486,4348,2M17393731-2324309,1.0915,0.6833,0.7694,0.0861,-0.4082,1.4227,JRC
5487,4353,2M17394055-3055006,0.9529,1.0087,1.0499,0.0412,0.0558,1.6028,JRC
5488,4353,2M17402141-3013147,0.943,1.0264,1.1028,-0.0507,0.0834,1.3433,JRC
5489,4348,2M17402621-2305374,0.9805,0.6869,0.6144,-0.0725,-0.2936,1.2149,JRC
5490,4352,2M17404291-2754099,0.8607,0.8992,0.9696,0.0344,0.0385,1.6048,JRC
5491,4524,2M17405163+3610191,0.5809,0.7137,0.7939,0.0606,0.1078,1.4293,JRC
5492,4527,2M17413111+7350159,0.6764,0.8246,0.8968,0.0561,-0.3557,0.9541,JRC
5493,4330,2M17415791-2905337,0.7183,0.8138,0.8686,-0.0666,-0.1089,1.4451,JRC
5494,4353,2M17421779-3009540,1.0856,0.8738,0.961,0.086,-0.2217,1.2963,JRC
5495,4353,2M17422726-2951446,1.0878,0.9075,0.993,0.0849,-0.1844,1.3143,JRC
5496,2257,2M17423582+5626017,0.9226,0.9134,0.9672,0.0538,-0.0929,0.8215,JRC
5497,4384,2M17425032-2642118,0.9017,1.0094,1.0925,0.0832,0.1077,1.097,JRC
5498,4525,2M17425038+4739265,0.8487,0.9367,0.9955,0.0126,0.0419,1.0251,JRC
5499,4330,2M17430400-2932357,0.9499,0.8311,0.8359,-0.1696,-0.1549,1.5134,JRC
5500,5130,2M17431261-2436279,0.9462,0.9956,1.0393,0.0437,0.0495,1.3227,JRC
5501,2257,2M17431361+5703308,0.8146,0.9601,0.985,0.0232,0.0615,0.92,JRC
5502,4353,2M17433330-3014403,0.7339,0.8813,0.9606,0.0692,0.1462,0.6435,JRC
5503,4364,2M17433972-2522513,1.0648,0.584,0.6665,0.0825,-0.4808,1.4059,JRC
5504,4330,2M17434549-2819343,0.8985,0.6940000000000001,0.7715,0.0701,-0.2857,1.3211,JRC
5505,4384,2M17435679-2618241,0.8107,0.8361,0.8218,-0.0143,0.0254,1.2517,JRC
5506,4330,2M17435780-2830568,0.8102,0.7643,0.758,-0.1114,-0.0459,1.3318,JRC
5507,4353,2M17440364-3024323,1.001,0.7032,0.7219,0.0186,-0.2978,1.5245,JRC
5508,5026,2M17441313-0630130,0.7048,0.8254,0.902,0.0512,0.0791,1.435,JRC
5509,4384,2M17442065-2626057,0.9658,0.8886,0.8422,-0.0464,-0.0772,1.4079,JRC
5510,4330,2M17443525-2916472,0.9973,1.1092,1.1687,0.0396,0.0953,0.7634,JRC
5511,4353,2M17443706-3019037,0.6932,0.667,0.6777,-0.0036,-0.2517,1.4583,JRC
5512,4384,2M17444869-2635201,0.8095,0.9342,0.9809,0.0467,0.1247,1.2381,JRC
5513,4330,2M17445535-2859471,0.8170000000000001,0.8088,0.8807,0.0376,-0.0792,1.4317,JRC
5514,4525,2M17445638+4738544,0.8716,0.9438,0.9984,0.0547,0.0722,1.4528,JRC
5515,4346,2M17451066-2344135,0.5074,0.3913,0.3617,-0.0343,-0.1332,1.6223,JRC
5516,4330,2M17451348-2905266,0.9651,1.0633,1.1341,0.0708,0.0982,0.759,JRC
5517,5026,2M17451994-0421140,0.9942,1.0331,1.0664,-0.0749,0.0389,1.5795,JRC
5518,4525,2M17452772+4729132,0.9547,0.9014,0.8499,-0.0515,-0.0533,1.4739,JRC
5519,4526,2M17454031+6126391,0.9464,1.0645,1.1401,0.0348,0.1181,0.7533,JRC
5520,4330,2M17454399-2907012,0.9184,0.7625,0.6992,-0.09,-0.1874,1.5984,JRC
5521,4525,2M17460032+4750398,0.8403,0.8562,0.8719,0.0156,0.0159,1.045,JRC
5522,5026,2M17463731-0505212,0.8301,0.7439,0.7343,-0.06,-0.1119,1.5311,JRC
5523,4330,2M17464272-2835435,0.8588,0.9057,0.9476,0.042,0.0468,1.6304,JRC
5524,4330,2M17465602-2847300,0.9063,1.0190000000000001,1.0659,0.0469,0.1076,0.8794,JRC
5525,4330,2M17465636-2842184,0.9213,1.0334,1.0955,0.0583,0.1,0.8045,JRC
5526,5026,2M17465760-0541254,0.7754,0.8576,0.9125,-0.0112,0.0214,1.4827,JRC
5527,4354,2M17470661-2704275,0.5815,0.7283,0.8123,0.0811,0.1442,1.1062,JRC
5528,4330,2M17472032-2814389,0.6836,0.8258,0.8859999999999999,0.05,0.1318,0.8628,JRC
5529,4526,2M17473216+6114311,0.9908,1.0763,1.0809,0.0046,0.0054,1.2683,JRC
5530,4330,2M17475186-2821115,0.8801,0.9813,1.0559,0.0746,0.1012,0.8275,JRC
5531,4346,2M17480241-2224128,1.0621,0.9155,0.9951,0.0792,-0.1561,1.2461,JRC
5532,4525,2M17482873+4851155,0.6873,0.8325,0.9135,0.0687,0.1202,0.8971,JRC
5533,4525,2M17482987+4738278,0.9159999999999999,0.9839,0.9573,-0.0266,0.0679,1.3218,JRC
5534,4525,2M17483364+4825247,0.8009999999999999,0.763,0.7434,-0.0196,-0.038,1.2952,JRC
5535,4346,2M17483569-2321273,0.9748,1.1098,1.1913,-0.2459,0.0279,1.609,JRC
5536,4526,2M17484323+6119088,0.9301,1.0764,1.1523,0.051,0.1215,0.9678,JRC
5537,4365,2M17493226-2309585,0.8241,0.8736,0.9521,0.0785,0.0475,1.1962,JRC
5538,4525,2M17493504+4804487,0.8043,0.8998,0.9638,0.064,0.0955,0.6637,JRC
5539,4525,2M17494187+4732148,0.8477,0.9403,0.9733,0.033,0.0119,1.6454,JRC
5540,4525,2M17495206+4744029,0.9466,0.5655,0.6141,-0.0033,-0.3811,1.479,JRC
5541,4525,2M17500331+4823391,0.7041,0.7707,0.8305,0.0542,0.0644,0.6651,JRC
5542,4354,2M17502887-2734505,0.713,0.6789,0.6597,-0.0191,-0.0341,1.4134,JRC
5543,4354,2M17504111-2655256,0.9666,1.1118,1.1477,-0.0263,0.1277,1.1533,JRC
5544,4365,2M17504645-2234363,0.8352,0.9197,0.996,0.0764,0.0845,1.1603,JRC
5545,4525,2M17505496+4819152,0.9904,1.0922,1.1669,0.0364,0.0628,0.8269,JRC
5546,4527,2M17510525+7441239,0.7633,0.7798,0.7799,0.0001,0.0165,1.1715,JRC
5547,4365,2M17512180-2238562,0.4701,0.5983,0.6758,0.0775,0.1282,1.3606,JRC
5548,4525,2M17520283+4745169,0.8339,0.7715,0.7833,0.0118,-0.0624,1.5308,JRC
5549,4354,2M17521395-2744257,0.9033,1.0223,1.0991,-0.1466,0.0083,1.3337,JRC
5550,5028,2M17521460-0044129,0.5601,0.7102,0.7974,0.0872,0.1501,0.8808,JRC
5551,4526,2M17523087+6011310,0.9589,0.7273,0.6714,-0.14800000000000002,-0.3472,1.5476,JRC
5552,4351,2M17523677-3050153,0.7374,0.5699,0.4812,-0.1358,-0.1674,1.4195,JRC
5553,4354,2M17523927-2648108,0.9588,0.7387,0.6285,-0.1101,-0.2518,1.7468,JRC
5554,4365,2M17524601-2324252,0.5696,0.7166,0.7982,0.0764,0.1459,0.7667,JRC
5555,4386,2M17525474-2834370,0.7469,0.8859,0.97,0.0796,0.139,0.9506,JRC
5556,4354,2M17530759-2748476,0.8367,0.8608,0.9452,0.0843,0.0238,1.1958,JRC
5557,4386,2M17531813-2816161,0.4766,0.6248,0.7118,0.087,0.1483,0.9424,JRC
5558,4104,2M17532090-2514343,1.0727,0.807,0.8838,0.0769,-0.2657,1.4176,JRC
5559,5028,2M17532535-0237475,0.9665,0.6988,0.5981,-0.1843,-0.5266,1.749,JRC
5560,4386,2M17534072-2854556,0.9026,0.9671,1.032,0.0649,0.0645,1.4698,JRC
5561,4104,2M17534189-2542219,0.9596,1.024,1.084,0.0079,0.0645,1.3566,JRC
5562,4527,2M17540118+7438578,0.4257,0.39399999999999996,0.4721,0.0713,-0.2146,1.3262,JRC
5563,4351,2M17541157-2904441,0.7454,0.8889,0.9723,0.0814,0.1379,1.0947,JRC
5564,4351,2M17543694-3014444,0.8352,0.5952,0.5237,-0.0715,-0.2401,1.5235,JRC
5565,5028,2M17544944-0204367,0.9387,0.6613,0.5812,-0.1016,-0.3518,1.4368,JRC
5566,4386,2M17550153-2858303,0.8766,1.0209,1.0964,0.0755,0.1285,0.7547,JRC
5567,5028,2M17550264-0020344,0.7041,0.6579,0.638,-0.0199,-0.069,1.4669999999999999,JRC
5568,4526,2M17550752+6106235,0.6213,0.7647,0.8522,0.0713,0.1014,1.4287,JRC
5569,4104,2M17552511-2517291,1.0652,0.5395,0.6223,0.0805,-0.5273,1.3463,JRC
5570,4104,2M17553728-2535567,0.8303,0.7927,0.7536,-0.0391,-0.0377,1.3109,JRC
5571,4527,2M17555510+7451484,0.7037,0.7439,0.7451,-0.0087,0.0402,1.2769,JRC
5572,4526,2M17555523+5959152,0.8863,0.8587,0.8599,0.0012,-0.0822,1.4241,JRC
5573,4527,2M17555908+7328318,0.7307,0.8789,0.9617,0.0073,0.1188,0.9604,JRC
5574,4526,2M17555990+5935095,0.878,0.9873,1.0668,0.0795,0.1055,1.5913,JRC
5575,4377,2M17560094-2046005,0.7609999999999999,0.6514,0.7369,0.0459,-0.1096,1.2009999999999998,JRC
5576,4104,2M17560902-2553248,0.6107,0.6868,0.7535,0.0667,0.076,1.3869999999999998,JRC
5577,4526,2M17564261+6019487,0.8055,0.8401,0.8532,-0.1964,-0.0074,1.7097,JRC
5578,4104,2M17564844-2523577,0.5408,0.6705,0.7395,0.069,0.1274,1.2927,JRC
5579,4363,2M17572754-2651283,0.7698,0.9127,0.9933,0.0767,0.1429,1.0557,JRC
5580,4386,2M17572993-2802406,0.9581,0.9729,0.9948,-0.0642,-0.3181,1.6206,JRC
5581,4336,2M17574253-2400126,0.6397,0.7852,0.8584,0.0646,0.1409,1.0235,JRC
5582,4336,2M17574406-2328302,0.6684,0.8044,0.8887,0.0742,0.136,1.4747,JRC
5583,4283,2M17574564+0252479,0.9175,0.8973,0.8759,-0.0214,-0.0202,1.6436,JRC
5584,4526,2M17574851+6154178,0.7215,0.8141,0.8718,0.0577,0.0926,1.3454,JRC
5585,4527,2M17580590+7307256,0.9584,0.9707,0.996,-0.0354,-0.2214,1.6351,JRC
5586,4363,2M17580952-2723418,1.0284,0.6289,0.7040000000000001,0.0744,-0.3995,1.4856,JRC
5587,5028,2M17581080-0209119,0.9279,1.0397,1.1074,0.0069,0.1094,1.5132,JRC
5588,4386,2M17581390-2817300,1.0904,0.8684,0.9523,0.0838,-0.222,1.3516,JRC
5589,4283,2M17585257+0327593,0.8611,0.9647,1.0378,0.0435,0.0284,0.6794,JRC
5590,4343,2M17585647-1921194,0.8569,0.9561,1.0177,0.0616,0.0992,1.1268,JRC
5591,4336,2M17592981-2404096,0.9816,0.8689,0.8814,0.0126,-0.1127,1.3052,JRC
5592,4526,2M17593102+6156461,0.8113,0.8788,0.8405,-0.0383,-0.1196,1.4513,JRC
5593,4343,2M17594139-1935453,0.5562,0.6991,0.7837,0.0846,0.1429,0.7931,JRC
5594,4336,2M17595127-2407279,0.6381,0.7814,0.8555,0.0741,0.1433,0.9036,JRC
5595,4336,2M17595249-2350520,0.768,0.8873,0.9681,0.0796,0.0851,1.2794,JRC
5596,4527,2M17595454+7259096,0.6809,0.8256,0.9059,0.0631,0.0436,0.636,JRC
5597,4363,2M18000378-2744137,0.9606,0.753,0.6865,-0.0664,-0.2076,1.1055,JRC
